Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-E1-5305-01	TCGA-FG-A87N-01	TCGA-P5-A731-01	TCGA-HT-7693-01	TCGA-DH-A669-01	TCGA-DU-7013-01	TCGA-DU-6407-01	TCGA-DU-8166-01	TCGA-DU-6402-01	TCGA-CS-4941-01	TCGA-HT-8104-01	TCGA-HT-A61C-01	TCGA-TQ-A8XE-01	TCGA-DU-6404-01	TCGA-DB-A64S-01	TCGA-DU-A7TJ-01	TCGA-S9-A7IS-01	TCGA-S9-A7R2-01	TCGA-FN-7833-01	TCGA-HT-7860-01	TCGA-P5-A72U-01	TCGA-HT-7882-01	TCGA-P5-A5EX-01	TCGA-E1-5303-01	TCGA-DU-A5TP-01	TCGA-FG-6692-01	TCGA-DU-A7TD-01	TCGA-CS-6186-01	TCGA-E1-A7YJ-01	TCGA-CS-6188-01	TCGA-HT-A4DS-01	TCGA-VW-A8FI-01	TCGA-P5-A5F1-01	TCGA-E1-A7YK-01	TCGA-VM-A8CF-01	TCGA-FG-A4MW-01	TCGA-DU-A5TY-01	TCGA-HW-A5KK-01	TCGA-TM-A84B-01	TCGA-CS-5397-01	TCGA-QH-A6CV-01	TCGA-DU-6403-01	TCGA-QH-A6XC-01	TCGA-DU-6392-01	TCGA-S9-A7IX-01	TCGA-DB-A75P-01	TCGA-DU-7298-01	TCGA-TM-A84J-01	TCGA-P5-A736-01	TCGA-FG-7634-01	TCGA-E1-A7YL-01	TCGA-HT-A617-01	TCGA-KT-A7W1-01	TCGA-DU-7292-01	TCGA-DU-A76L-01	TCGA-TM-A7C3-01	TCGA-HT-7691-01	TCGA-DU-6405-01	TCGA-HT-8013-01	TCGA-P5-A5EU-01	TCGA-DU-7007-01	TCGA-HT-A61B-01	TCGA-S9-A6UA-01	TCGA-DU-5852-01	TCGA-HT-A5RA-01	TCGA-TM-A84C-01	TCGA-HT-7469-01	TCGA-DU-5854-01	TCGA-DU-7290-01	TCGA-E1-A7YN-01	TCGA-FG-A70Z-01	TCGA-HT-8011-01	TCGA-S9-A7R7-01	TCGA-S9-A89Z-01	TCGA-DU-7012-01	TCGA-FG-5965-01	TCGA-DU-7006-01	TCGA-DU-6406-01	TCGA-S9-A6U0-01	TCGA-E1-A7YI-01	TCGA-DU-A5TT-01	TCGA-FG-A710-01	TCGA-DU-5847-01	TCGA-HT-8110-01	TCGA-VM-A8CD-01	TCGA-DU-8158-01	TCGA-HT-A74H-01	TCGA-P5-A5EY-01	TCGA-HT-7857-01	TCGA-FG-5963-01	TCGA-HT-8018-01	TCGA-CS-6290-01	TCGA-HT-8563-01	TCGA-FG-6688-01	TCGA-DU-5872-01	TCGA-S9-A6TV-01	TCGA-VM-A8C9-01	TCGA-S9-A6WM-01	TCGA-HT-8564-01	TCGA-QH-A6CX-01	TCGA-HT-7477-01	TCGA-HT-A5RC-01	TCGA-FG-5964-01	TCGA-FG-A4MU-01	TCGA-S9-A6WN-01	TCGA-E1-A7YQ-01	TCGA-CS-4942-01	TCGA-DH-5140-01	TCGA-FG-A87Q-01	TCGA-FG-A6J3-01	TCGA-06-0152-01	TCGA-06-0749-01	TCGA-06-0138-01	TCGA-06-2564-01	TCGA-06-0210-01	TCGA-02-0047-01	TCGA-19-2625-01	TCGA-27-2528-01	TCGA-27-1837-01	TCGA-12-1597-01	TCGA-12-3653-01	TCGA-32-2615-01	TCGA-06-0171-01	TCGA-14-0781-01	TCGA-14-1823-01	TCGA-12-5295-01	TCGA-06-0129-01	TCGA-16-0846-01	TCGA-14-1402-01	TCGA-26-5133-01	TCGA-27-2524-01	TCGA-06-0878-01	TCGA-06-5411-01	TCGA-06-5413-01	TCGA-15-0742-01	TCGA-06-0211-01	TCGA-28-2513-01	TCGA-28-2509-01	TCGA-06-0178-01	TCGA-02-2483-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-06-0190-01	TCGA-02-2486-01	TCGA-26-5136-01	TCGA-19-1390-01	TCGA-06-0649-01	TCGA-32-4213-01	TCGA-06-5856-01	TCGA-19-0957-01	TCGA-28-1747-01	TCGA-06-0747-01	TCGA-28-5204-01	TCGA-06-0238-01	TCGA-06-0645-01	TCGA-12-0616-01	TCGA-16-1045-01	TCGA-06-2569-01	TCGA-15-1444-01	TCGA-28-2510-01	TCGA-14-0789-01	TCGA-19-2624-01	TCGA-26-5134-01	TCGA-06-0750-01	TCGA-06-5410-01	TCGA-06-2565-01	TCGA-06-2562-01	TCGA-06-0141-01	TCGA-06-0132-01	TCGA-41-5651-01	TCGA-14-0790-01	TCGA-28-5209-01	TCGA-27-1832-01	TCGA-32-1970-01	TCGA-14-0871-01	TCGA-27-2523-01	TCGA-06-0125-01	TCGA-28-5220-01	TCGA-12-0821-01	TCGA-12-5299-01	TCGA-12-3650-01	TCGA-06-5418-01	TCGA-19-2620-01	TCGA-06-0187-01	TCGA-76-4931-01	TCGA-06-2563-01	TCGA-06-0139-01	TCGA-27-2526-01	TCGA-32-2632-01	TCGA-27-1830-01	TCGA-27-1835-01	TCGA-06-5414-01	TCGA-02-0055-01	TCGA-12-0618-01	TCGA-14-1829-01	TCGA-06-0745-01	TCGA-32-1982-01	TCGA-28-5218-01	TCGA-28-2514-01	TCGA-14-0817-01	TCGA-06-0686-01	TCGA-27-1831-01	TCGA-19-1787-01	TCGA-06-2558-01	TCGA-06-0168-01	TCGA-19-5960-01	TCGA-06-2561-01	TCGA-19-4065-01	TCGA-28-1753-01	TCGA-32-1980-01	TCGA-06-0157-01	TCGA-12-0619-01	TCGA-14-1034-01	TCGA-06-0130-01	TCGA-06-0646-01	TCGA-06-2559-01	TCGA-19-1389-01	TCGA-76-4928-01	TCGA-26-5139-01	TCGA-06-2567-01	TCGA-76-4932-01	TCGA-14-2554-01	TCGA-27-2519-01	TCGA-06-5408-01	TCGA-32-5222-01	TCGA-19-2619-01	TCGA-06-0184-01	TCGA-06-0158-01	TCGA-06-0644-01	TCGA-02-2485-01	TCGA-14-1825-01	TCGA-14-0736-01	TCGA-06-5858-01	TCGA-28-5215-01	TCGA-06-2570-01	TCGA-41-2572-01	TCGA-32-2616-01	TCGA-32-2638-01	TCGA-41-3915-01	TCGA-06-0174-01	TCGA-32-2634-01	TCGA-28-5207-01	TCGA-41-2571-01	TCGA-28-5208-01	TCGA-41-4097-01	TCGA-06-0219-01	TCGA-28-5216-01	TCGA-06-5416-01	TCGA-14-0787-01	TCGA-06-5412-01	TCGA-28-5213-01	TCGA-76-4929-01	TCGA-08-0386-01	TCGA-12-3652-01	TCGA-06-0743-01	TCGA-26-5132-01	TCGA-26-5135-01	TCGA-27-1834-01	TCGA-06-2557-01	TCGA-06-0744-01	TCGA-06-0882-01	
Amplification Peak 12	6p21.1  	chr6:43724222-44096326(probes 604962:605171)        	chr6:43724458-44009797(probes 604963:605116)        	chr6:43724458-44097334(probes 604963:605173)        	0.17237	     0.17237		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Amplification Peak 13	6q21    	chr6:106736955-106748566(probes 638519:638524)    	chr6:106739186-106745844(probes 638520:638523)    	chr6:106739186-107092729(probes 638520:638670)    	0.087464	    0.087464		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Amplification Peak 14	7p14.3  	chr7:27809345-29499661(probes 691982:693035)        	chr7:29118413-29127170(probes 692999:693000)        	chr7:28854805-29500009(probes 692789:693037)        	0.04634	     0.04634		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	1	1	1	1	1	2	0	1	0	2	0	1	0	1	1	1	0	0	0	1	2	1	1	1	1	1	0	0	0	1	2	1	2	1	2	2	2	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	2	1	0	1	1	1	1	1	2	1	0	0	2	0	1	2	2	1	1	2	0	0	1	0	0	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	0	1	2	0	0	2	1	1	0	1	0	0	1	1	2	0	1	1	0	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	0	0	1	1	0	2	2	1	1	1	1	2	1	1	1	2	0	0	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	0	2	1	1	1	2	1	0	1	2	1	1	2	0	2	2	2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
Amplification Peak 15	7p12.2  	chr7:49994756-50101715(probes 706172:706216)        	chr7:49996050-50002193(probes 706173:706175)        	chr7:48787968-63690236(probes 705340:710693)        	0.00017622	    0.072706		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	1	1	1	1	1	1	0	1	0	2	0	1	0	1	1	1	0	0	0	1	2	1	2	1	1	1	0	0	0	1	2	1	2	1	2	2	2	1	1	0	0	0	1	1	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	1	0	2	1	0	0	0	0	1	1	2	1	0	0	0	0	2	2	0	1	1	2	0	0	1	1	0	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	2	1	0	1	2	0	0	2	1	2	0	1	0	0	1	1	2	0	1	1	0	1	1	1	1	2	1	1	2	1	0	1	1	1	2	2	2	0	0	1	1	0	2	2	1	1	1	1	2	1	1	1	2	0	0	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	0	2	2	2	1	2	2	1	0	1	2	1	1	2	0	2	2	2	0	0	0	0	1	1	1	1	1	0	1	1	1	1	2	1	1	
Amplification Peak 16	7p12.1  	chr7:52700825-52713778(probes 708232:708238)        	chr7:52701906-52708261(probes 708233:708237)        	chr7:48787968-63690236(probes 705340:710693)        	8.4763e-11	   0.0042534		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	1	1	1	0	1	1	0	1	0	2	0	1	0	1	1	1	0	0	0	1	2	1	0	0	1	1	0	0	0	1	2	0	2	1	2	2	2	1	1	0	0	0	1	1	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	1	0	2	1	0	0	1	0	1	1	2	1	0	0	2	2	2	2	0	1	1	2	0	0	1	1	0	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	2	1	0	1	2	0	0	2	1	2	2	1	0	0	1	1	2	0	1	1	0	1	1	1	1	2	1	2	2	1	0	1	1	1	2	2	2	0	0	1	0	0	2	2	1	1	1	1	2	1	1	1	2	0	0	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	0	1	2	1	1	2	0	2	2	2	0	0	0	0	1	1	1	1	1	0	1	1	1	1	2	1	1	
Amplification Peak 17	7p11.2  	chr7:54919185-54948806(probes 709635:709646)        	chr7:54919501-54947653(probes 709636:709645)        	chr7:48787968-63690236(probes 705340:710693)        	2.9589e-223	 4.0456e-106		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	1	1	1	2	2	1	0	1	0	2	0	2	0	1	1	1	0	0	0	2	2	1	2	2	1	2	0	0	0	2	2	2	2	1	2	2	2	1	2	0	0	0	1	1	1	1	2	2	2	2	0	2	1	0	0	0	0	2	2	0	0	2	0	1	2	2	0	0	1	0	2	2	2	0	2	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	2	1	2	1	2	0	2	0	2	1	0	2	1	2	1	2	2	1	0	0	2	2	2	2	2	1	1	2	2	0	1	2	1	1	2	1	2	2	2	2	2	0	1	1	2	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	0	0	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	0	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	0	2	2	2	1	2	0	2	2	2	0	2	0	0	2	1	1	1	2	2	2	2	1	1	2	2	1	
Amplification Peak 18	7p11.2  	chr7:55177672-55195273(probes 709965:709979)        	chr7:55177815-55195176(probes 709966:709978)        	chr7:48787968-63690236(probes 705340:710693)        	7.8191e-221	  2.5207e-89		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	1	1	1	2	2	1	0	1	0	2	0	1	0	1	1	1	0	0	0	2	2	1	2	2	1	2	0	0	0	2	2	2	2	1	2	2	2	1	2	0	0	0	1	1	1	1	2	2	2	2	0	2	1	0	0	0	0	2	2	0	0	2	0	1	2	2	0	0	1	0	1	2	2	0	2	0	0	2	0	0	1	0	0	1	0	0	0	2	0	0	0	2	1	2	1	2	0	2	0	2	1	0	2	1	2	1	2	2	1	0	0	2	2	2	2	2	1	1	2	2	0	1	2	1	1	2	1	2	2	2	2	2	0	1	1	2	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	0	0	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	0	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	0	2	2	2	1	2	0	2	2	2	0	2	0	0	2	1	1	1	2	2	2	2	1	1	2	2	1	
Amplification Peak 19	7p11.2  	chr7:56050614-56078028(probes 710409:710411)        	chr7:56054442-56075061(probes 710410:710410)        	chr7:48787968-63690236(probes 705340:710693)        	6.7317e-32	   0.0082077		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	2	1	2	1	1	2	0	0	0	1	2	2	2	1	2	1	2	1	1	0	0	0	1	1	1	1	1	2	1	1	0	1	1	0	0	0	0	2	0	0	0	1	0	1	1	2	0	0	1	0	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	2	1	1	0	1	0	2	1	0	1	0	0	1	1	2	1	0	0	2	2	1	2	2	1	1	2	1	0	1	1	0	1	1	1	0	2	1	2	2	0	0	1	0	1	1	1	2	1	0	1	2	2	0	2	1	2	0	2	0	0	1	1	2	0	1	1	1	1	1	1	1	2	2	1	2	2	0	1	1	1	2	2	2	0	0	1	1	0	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	0	2	2	2	2	2	2	1	2	2	1	0	1	2	1	1	2	0	2	2	2	0	0	0	0	1	1	1	1	1	0	2	2	1	1	2	1	1	
Amplification Peak 20	7p11.2  	chr7:56636690-57170717(probes 710657:710681)        	chr7:56641563-57130953(probes 710658:710658)        	chr7:48787968-63690236(probes 705340:710693)        	5.4461e-12	     0.13261		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	2	1	1	1	2	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	2	1	1	1	1	2	0	0	0	1	2	0	2	1	2	1	2	1	1	0	0	0	1	1	1	1	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	1	1	1	0	1	1	2	1	0	1	0	1	1	1	2	1	0	0	2	0	1	2	2	1	1	2	1	0	1	2	0	1	1	1	1	1	1	1	2	0	0	1	0	1	1	1	2	1	0	1	2	2	0	2	1	2	0	2	0	0	1	1	2	0	1	1	0	1	1	1	1	2	0	1	2	2	0	1	1	1	2	2	2	0	0	1	1	0	2	2	1	1	1	1	2	1	1	1	2	2	0	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	2	2	2	2	1	1	2	2	1	0	1	2	1	1	2	0	2	2	2	0	0	0	0	1	1	1	1	1	0	2	1	1	1	2	1	1	
Amplification Peak 21	7q11.23 	chr7:75866207-75976790(probes 715512:715548)        	chr7:75868235-75971850(probes 715513:715547)        	chr7:75682720-75977939(probes 715436:715550)        	0.030684	    0.051891		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	1	2	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	2	1	0	1	1	1	0	0	0	1	1	0	2	1	2	1	2	1	1	0	0	0	1	1	1	1	1	2	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	2	0	0	1	1	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	2	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	2	1	0	0	1	1	1	2	0	1	1	2	1	0	1	2	0	1	1	1	1	1	1	1	2	0	0	1	1	1	1	2	2	1	0	1	2	1	1	2	1	2	1	1	0	0	1	1	2	0	1	1	0	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	1	1	0	2	2	1	1	1	1	2	1	1	1	2	0	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	2	2	1	1	0	2	1	0	1	2	1	1	2	0	2	2	1	0	0	0	0	1	1	1	1	2	0	1	1	1	1	2	1	1	
Amplification Peak 22	7q21.2  	chr7:92595710-92874633(probes 723908:724253)        	chr7:92611146-92797965(probes 723925:724149)        	chr7:92122620-93146427(probes 723693:724403)        	0.0020797	   0.0024067		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	2	1	2	1	1	1	1	1	1	0	1	0	2	0	1	0	1	1	1	0	0	0	1	2	1	0	1	1	1	0	0	0	1	1	0	2	1	2	1	2	1	1	0	0	0	1	1	1	1	1	2	1	1	0	1	1	0	0	0	0	0	2	0	0	1	0	1	1	2	0	0	1	1	1	1	1	0	2	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	2	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	2	1	0	0	0	1	1	2	2	1	1	2	1	0	1	2	0	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	2	1	0	1	2	1	1	2	1	2	1	1	0	2	1	1	2	0	1	1	0	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	0	2	1	1	0	2	2	1	1	1	1	1	1	1	1	2	0	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	0	2	1	0	1	2	1	1	2	0	2	2	0	0	0	0	0	1	1	1	1	2	0	1	1	1	1	2	1	1	
Amplification Peak 23	7q31.2  	chr7:116740377-116751496(probes 736650:736665)    	chr7:116740714-116751307(probes 736651:736664)    	chr7:116665808-116945669(probes 736530:736823)    	0.031923	    0.031923		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	2	2	1	2	1	1	1	1	1	2	0	1	1	2	0	1	0	1	1	1	0	0	0	1	2	1	0	1	1	1	2	0	0	1	1	0	2	1	2	1	2	1	1	0	0	0	1	1	1	1	1	2	1	1	0	1	1	0	0	0	0	0	2	0	1	1	0	1	1	2	0	1	1	1	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	2	1	1	1	1	0	1	0	1	1	0	1	1	1	1	2	2	1	0	0	0	1	2	2	1	1	1	2	1	0	1	0	0	1	1	1	1	2	2	1	2	0	1	1	1	1	1	1	2	1	0	1	2	1	1	2	1	2	2	1	0	0	1	1	2	0	1	1	0	1	1	1	1	1	1	1	2	2	1	1	0	1	2	2	2	0	2	2	1	0	2	2	1	1	1	1	1	1	1	1	2	0	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	2	1	1	0	2	1	0	1	2	1	1	2	0	2	2	0	0	0	2	0	1	1	1	1	2	0	1	1	1	1	1	1	1	
Amplification Peak 24	8q24.13 	chr8:109011676-145138636(probes 820537:842363)    	chr8:125452147-125636561(probes 830496:830691)    	chr8:125452147-125792340(probes 830496:830811)    	0.13561	     0.13561		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	1	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	
Amplification Peak 25	11q24.1 	chr11:121313567-122678505(probes 1062871:1063795)	chr11:121350732-121446448(probes 1062892:1062964)	chr11:121350732-121451044(probes 1062892:1062967)	0.17237	     0.17237		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Amplification Peak 26	12p13.32	chr12:4265208-4327510(probes 1073782:1073853)        	chr12:4265575-4324472(probes 1073783:1073852)        	chr12:3149102-4697241(probes 1072971:1074126)        	2.0124e-06	  2.0124e-06		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	
Amplification Peak 27	12q12   	chr12:44569999-44679624(probes 1094989:1095061)    	chr12:44592983-44628145(probes 1095004:1095027)    	chr12:44592983-44630833(probes 1095004:1095030)    	0.22234	     0.22234		0: t<0.1; 1: 0.1<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
